domain,name,country,city,category,estimated_monthly_sales,currency,plus,payments,discovered_at,email
people.myshopify.com,Pokemons — Pokemons,ZA,Cape Town,Adult,50,ZAR,false,,,
professionalmakeup.myshopify.com,ProfessionalMakeUp,ZA,Johannesburg,Beauty & Fitness,50,ZAR,false,,,
mizamwolrdbusiness.myshopify.com,mizamwolrdbusiness,ZA,Johannesburg,Apparel,50,ZAR,false,,,
buttanutt.myshopify.com,buttanutt,ZA,Stellenbosch,Food & Drink,50,ZAR,false,,,sales@buttanutt.co.za
hunter-31.myshopify.com,hunter-31.myshopify.com,ZA,Johannesburg,Sports,50,ZAR,false,,,
petrol-clothing-co-2.myshopify.com,Petrol Clothing Co,ZA,Pretoria,Apparel,50,ZAR,false,,,
gamerzwarehouse-2.myshopify.com,GamerzWarehouse,ZA,Cape Town,Games,50,ZAR,false,,,
simply-italian.myshopify.com,simply-italian.myshopify.com,ZA,Cape Town,Food & Drink,50,ZAR,false,,,
slvapes.myshopify.com,Symka Vapes,ZA,Springs,Food & Drink,50,ZAR,false,,,hello@symkavapes.co.za
oceangear.co.za,www.oceangear.co.za,ZA,Durban,Sports,50,ZAR,false,,,support@oceangear.co.za
eeexpertstestapp.myshopify.com,EEexpertstestapp,ZA,Johannesburg,Apparel,50,ZAR,false,,,
sahara.myshopify.com,Sahara,ZA,,Apparel,50,ZAR,false,,,
black.myshopify.com,WISH,ZA,,Apparel,50,ZAR,false,,,
onion-envy.myshopify.com,OnionEnvy™– Onion Envy,ZA,Pretoria,Beauty & Fitness,50,ZAR,false,,,help@onionenvy.com
sweettooth-25.myshopify.com,sweettooth,ZA,,Apparel,50,ZAR,false,,,
yellowchillie.myshopify.com,Yellow Chillie Promotions,ZA,Kempton Park,Travel & Outdoor,50,ZAR,false,,,
harvey-waelchi-and-cruickshank2055.myshopify.com,Related Products,ZA,Boston,Home & Garden,50,ZAR,false,,,birch@wood.com
airportp.myshopify.com,AirportP,ZA,Johannesburg,Travel & Outdoor,50,ZAR,false,,,
rebelcollective.co,r.e.b.e.l collective– rebelcollective.co,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,hello@rebelcollective.co
splssh.co.za,Splssh,ZA,Pretoria,Office,50,ZAR,false,,,info@splssh.co.za
theoutfitters.myshopify.com,theoutfitters,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
drakensberg-gardens-fairways-rental.co.za,114 Fairways,ZA,Durban,Sports,50,ZAR,false,,,
outdooractivities.myshopify.com,licious,ZA,Cape Town,Apparel,50,ZAR,false,,,
prodigioussafety.com,www.prodigioussafety.com,ZA,Pretoria,Safety & Survival,50,ZAR,false,,,info@prodigioussafety.com
originalthings-za.myshopify.com,BushScarf,ZA,Swellendam,Apparel,50,ZAR,false,,,info@bushscarf.com
angelinemasterweaver.myshopify.com,angelinemasterweaver.myshopify.com,ZA,Hlabisa,Home & Garden,50,ZAR,false,,,
stafixsa.co.za,Stafix,ZA,Johannesburg,Computers,50,ZAR,false,,,
onesmallstep.myshopify.com,OneSmallStep,ZA,Pretoria,Apparel,50,ZAR,false,,,
cindy-khan.myshopify.com,Luna Lux Hair,ZA,Johannesburg,Beauty & Fitness,50,ZAR,false,,,
ledequip.myshopify.com,ledequip,ZA,,Electronics,50,ZAR,false,,,
snapt-south-africa.myshopify.com,snapt-south-africa.myshopify.com,ZA,Pretoria,Arts & Entertainment,50,ZAR,false,,,
lethu-corporate-promotions.myshopify.com,Lethu Corporate Promotions,ZA,Pretoria,Apparel,50,ZAR,false,,,
kennedys-store.myshopify.com,Kennedy's Store,ZA,Klerksdorp,Computers,50,ZAR,false,,,
netcraft-devstore.myshopify.com,netcraft,ZA,Johannesburg,Computers,50,ZAR,false,,,
boarding-pass-loyalty.myshopify.com,Boarding Pass Loyalty,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
aart-photo-editions.myshopify.com,AART Photo Editions,ZA,,Arts & Entertainment,50,ZAR,false,,,info@aart.co.za
ns-coding.myshopify.com,kids furniture factory,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
eirene-health-shop.myshopify.com,eirene-health-shop.myshopify.com,ZA,Cape Town,Health,50,ZAR,false,,,
craftedscentsagents.co.za,CraftedScentsAgents,ZA,Johannesburg,Beauty & Fitness,50,ZAR,false,,,info@craftedscents.co.za
fingerprinttreesza.co.za,Fingerprint Trees,ZA,Pretoria,Home & Garden,50,ZAR,false,,,fingerprinttreesza@gmail.com
nerofurniture.store,NERO Furniture Concepts,ZA,Cape Town,Home & Garden,50,ZAR,false,,,info@nerofurniture.com
blancmedical.co.za,blancmedical.co.za,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
qubed.co.za,Qubed POS,ZA,Centurion,Business & Industrial,50,ZAR,false,,,
buyyourdevice.co.za,BuyYourDevice,ZA,Randburg,Computers,50,ZAR,false,,,
essence-perfumes-accessories.myshopify.com,essence-perfumes-accessories.myshopify.com,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,essenceperfume@live.co.za
mogwai.myshopify.com,mogwai,ZA,Johannesburg,Arts & Entertainment,50,ZAR,false,,,
happystitch-co-za.myshopify.com,Happy Stitch Embroidery,ZA,Kempton Park,Apparel,50,ZAR,false,,,hello@happystitch.co.za
shoptwiicesa.co.za,ShopTwiicesa,ZA,Johannesburg,Apparel,50,ZAR,false,,,info@shoptwiicesa.co.za
loyaltyworx.myshopify.com,loyaltyworx,ZA,Durban,Other,50,ZAR,false,,,
alqdesigns.co.za,alqdesigns.co.za,ZA,Johannesburg,Arts & Entertainment,50,ZAR,false,,,
garden-route-green.myshopify.com,Garden Route Green,ZA,Mossel Bay,Health,50,ZAR,false,,,alindaf@gmail.com
x-scape-store.myshopify.com,scape Hair,ZA,Soshanguve,Beauty & Fitness,50,ZAR,false,,,
khair-2.myshopify.com,The Khair Lifestyle Store,ZA,Newcastle,Home & Garden,50,ZAR,false,,,
bravo-pro-parts.myshopify.com,Bravo Pro Parts,ZA,,Autos & Vehicles,50,ZAR,false,,,
swwetpea.myshopify.com,Sweetpea,ZA,Pretoria,Apparel,50,ZAR,false,,,
pia2.myshopify.com,pia2.myshopify.com,ZA,Cape Town,Arts & Entertainment,50,ZAR,false,,,
motherschoicesa.co.za,Mother's Choice,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,
aimhealthier.co.za,Aim Healthier,ZA,Mtunzini,Beauty & Fitness,50,ZAR,false,,,aimhealthier.info@gmail.com
body-divine-online.myshopify.com,Body Divine Online,ZA,Johannesburg,Beauty & Fitness,50,ZAR,false,,,
legacy-spa-range.myshopify.com,Legacy Spa Range,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
theglitterfactory.myshopify.com,TheGlitterFactory,ZA,Johannesburg,Books & Literature,50,ZAR,false,,,
moiralane.myshopify.com,moiralaine,ZA,Margate,Toys & Hobbies,50,ZAR,false,,,
buildingblochs.myshopify.com,BuildingBlochs,ZA,Kloof,Toys & Games,50,ZAR,false,,,
rawshea.myshopify.com,rawshea,ZA,,Beauty & Fitness,50,ZAR,false,,,
eurotecauto-truckspares.myshopify.com,eurotecauto-truckspares.myshopify.com,ZA,Johannesburg,Autos & Vehicles,50,ZAR,false,,,sales@eurotectruck.co.za
cuba-tobacconist.myshopify.com,cuba-tobacconist.myshopify.com,ZA,Boksburg,Smoking & Vaping,50,ZAR,false,,,
kusum-2.myshopify.com,Kusum,ZA,,Other,50,ZAR,false,,,
web-shops.myshopify.com,Shops,ZA,Boksburg,Business & Industrial,50,ZAR,false,,,
rainbowsidewalkchalk.myshopify.com,Rainbow Sidewalk Chalk,ZA,Cape Town,Toys & Games,50,ZAR,false,,,info@rainbowsidewalkchalk.co.za
the-tack-room-2.myshopify.com,The Tack Room,ZA,Stellenbosch,Sports,50,ZAR,false,,,
uncleace.myshopify.com,UncleAce,ZA,Cape Town,Business & Industrial,50,ZAR,false,,,
symdel-analytics.myshopify.com,Symdel Analytics– Symdel Analytics,ZA,Durban,Other,50,ZAR,false,,,
arabellashop.store,My Store,ZA,Mbombela,Apparel,50,ZAR,false,,,
solutions.myshopify.com,PixelCode,ZA,,Apparel,50,ZAR,false,,,
lilli-anne-lace.myshopify.com,lilli-anne-lace.myshopify.com,ZA,Centurion,Apparel,50,ZAR,false,,,
the-coachman.myshopify.com,The Coachman,ZA,Durban,Travel & Outdoor,50,ZAR,false,,,
aquafire.myshopify.com,AquaFire,ZA,Johannesburg,Apparel,50,ZAR,false,,,
robert-broom-superspar.myshopify.com,Robert Broom SuperSpar,ZA,Krugersdorp,Food & Drink,50,ZAR,false,,,
avalanchebike.co.za,www.avalanchebike.co.za,ZA,Cape Town,Sports,50,ZAR,false,,,
ourpets-7.myshopify.com,OurPets,ZA,Pretoria,Pets & Animals,50,ZAR,false,,,
stag.co.za,stag.co.za,ZA,Johannesburg,Apparel,50,ZAR,false,,,info@stag.co.za
fixtrade.africa,fixtrade.africa,ZA,Cape Town,Home & Garden,50,ZAR,false,,,sales@fixtrade.africa
ntamo-technologies.myshopify.com,Ntamo Technologies Online Shop,ZA,Alberton,Automotive,50,ZAR,false,,,
netcraft-testsore.myshopify.com,netcraft,ZA,Cape Town,Electronics,50,ZAR,false,,,
astrochic.myshopify.com,Astro Chic,ZA,,People & Society,50,ZAR,false,,,
customapitags.myshopify.com,CustomAPITags,ZA,Cape Town,Books & Media,50,ZAR,false,,,
seamless-6.myshopify.com,Seamless,ZA,Gqeberha,Arts & Entertainment,50,ZAR,false,,,
wayne-devtest1.myshopify.com,DevTest1,ZA,Pretoria,Other,50,ZAR,false,,,
luxlifestyle-collections.myshopify.com,Luxlifestyle Collections,ZA,Johannesburg,Jewellery & Accessories,50,ZAR,false,,,
90310-staging4.myshopify.com,staging4,ZA,Pretoria,Office,50,ZAR,false,,,help@agood.com
perfectledger.myshopify.com,perfectledger.myshopify.com,ZA,Roodepoort,Business & Industrial,50,ZAR,false,,,info@perfectleger.co.za
shelf-company.myshopify.com,Shelf Esteem,ZA,Pretoria,Arts & Entertainment,50,ZAR,false,,,
facepaintshop.co.za,www.facepaintshop.co.za,ZA,Knysna,Beauty & Fitness,50,ZAR,false,,,
elitecontracting.co.za,www.elitecontracting.co.za,ZA,Durban,Business & Industrial,50,ZAR,false,,,info@elitecontracting.co.za
lakecyclingsa.com,Lake Cycling South Africa,ZA,Sandton,Sports,50,ZAR,false,,,
mazekickzsa.co.za,MazeKickzSA,ZA,Nigel,Apparel,50,ZAR,false,,,mazekickzsa@gmail.com
natuurlik-2.myshopify.com,Natuurlik,ZA,Paarl,Food & Drink,50,ZAR,false,,,
roythemetester.myshopify.com,roythemetester,ZA,Cape Town,Apparel,50,ZAR,false,,,
bestqualitybeds.co.za,Best Quality Beds,ZA,Jane Furse,Home & Garden,50,ZAR,false,,,info@bestqualitybeds.co.za
kcsdesigns.co.za,KCS Designs,ZA,Randburg,Home & Garden,50,ZAR,false,,,
jaymak.myshopify.com,JAYMAK,ZA,Mbombela,Home & Garden,50,ZAR,false,,,
maccloudsvapour.co.za,MacCloud’s Vapour,ZA,Kempton Park,Smoking & Vaping,50,ZAR,false,,,online.macclouds@gmail.com
jaclogistics.co.za,JAC LOGISTICS,ZA,Durban North,Business & Industrial,50,ZAR,false,,,info@jaclogistics.co.za
thecloneclub.co.za,– The Clone Club,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,cloneclubsa@gmail.com
tryfinance.myshopify.com,BUSINESS CASH ADVANCE,ZA,Midrand,Business & Industrial,50,ZAR,false,,,try-finance@hotmail.com
thompsons.legal,thompsons.legal,ZA,Cape Town,Legal Services,50,ZAR,false,,,info@thompsons.legal
themeim.myshopify.com,themeim,ZA,,Apparel,50,ZAR,false,,,
mieke-ola-fashion.myshopify.com,Mieke Ola Fashion,ZA,Cape Town,Apparel,50,ZAR,false,,,
snapscan-merchant-kit.myshopify.com,SnapScan Orders,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,
nagiahs2.myshopify.com,B.Nagiahs,ZA,Durban,Food & Drink,50,ZAR,false,,,
eps-retail-store.myshopify.com,Polystyrene Online,ZA,Johannesburg,Business & Industrial,50,ZAR,false,,,
bataungmemorialsonline.myshopify.com,sale – BataungMemorialsOnline,ZA,Germiston,Home & Garden,50,ZAR,false,,,sales@bataungmemorials.co.za
candle-express.myshopify.com,Candle Express,ZA,Cape Town,Home & Garden,50,ZAR,false,,,7409candleexpress@gmail.com
labelnudeza.myshopify.com,NUDELABEL,ZA,Cape Town,Apparel,50,ZAR,false,,,nudelabelza@gmail.com
christianfvn-store.myshopify.com,– Tanminas,ZA,,Beauty & Fitness,50,ZAR,false,,,
alhilal-travel-and-tours.myshopify.com,Alhilal Travel and Tours,ZA,Middelburg,Travel,50,ZAR,false,,,
led-art-za.myshopify.com,art,ZA,,Home & Garden,50,ZAR,false,,,support@led-art.co.za
wayne-source-breakdown.myshopify.com,breakdown,ZA,Pretoria,Autos & Vehicles,50,ZAR,false,,,
mo-zos-fast-food.myshopify.com,Zo's Fast Food,ZA,Benoni,Food & Drink,50,ZAR,false,,,
samandsam.myshopify.com,samandsam,ZA,Durban,Apparel,50,ZAR,false,,,
fundi-farming-happy-chickens.myshopify.com,Happy Chickens,ZA,Pretoria,Food & Drink,50,ZAR,false,,,
melba-cafe.myshopify.com,Melba,ZA,Gqeberha,Food & Drink,50,ZAR,false,,,support@melba.co.za
oship.co.za,Ship!,ZA,Johannesburg,Office,50,ZAR,false,,,info@o-ship.co.za
torp-cremin6155.myshopify.com,Structure Sandbox,ZA,Boston,Home & Garden,50,ZAR,false,,,
mdn-marketingsolutions.myshopify.com,mdn-marketingsolutions.myshopify.com,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,
vetfooddirect.myshopify.com,VetFoodDirect,ZA,Johannesburg,Pets & Animals,50,ZAR,false,,,
indulgence-29.myshopify.com,Indulgence,ZA,Cape Town,Travel,50,ZAR,false,,,
sweetsdirect-2.myshopify.com,sweetsdirect-2.myshopify.com,ZA,Cape Town,Food & Drink,50,ZAR,false,,,hello@sweetsdirect.co.za
le-basadi.myshopify.com,The Legacy Collection,ZA,,Apparel,50,ZAR,false,,,
race-rats-auto-styling.myshopify.com,RACE RATS AUTOSTYLING®,ZA,Hazyview,Autos & Vehicles,50,ZAR,false,,,rarautostyle@gmail.com
shop.guyallskitchen.co.za,Guyall's Gourmet,ZA,Cape Town,Food & Drink,50,ZAR,false,,,
truebluetattoos.myshopify.com,truebluetattoos.myshopify.com,ZA,Pretoria,Beauty & Fitness,50,ZAR,false,,,
mnm-dermalaestheticclinic.co.za,www.mnm-dermalaestheticclinic.co.za,ZA,Kempton Park,Beauty & Fitness,50,ZAR,false,,,
nonstopsolar.co.za,nonstopsolar.co.za,ZA,Randburg,Business & Industrial,50,ZAR,false,,,info@nonstopsolar.co.za
allgreenhealth.co.za,All Green,ZA,Cape Town,Health,50,ZAR,false,,,info@allgreenhealth.co.za
ironhouse.co.za,Iron House,ZA,Alberton,Home & Garden,50,ZAR,false,,,info@ironhouse.co.za
eliteautoworkz.co.za,Elite Autoworkz,ZA,Johannesburg,Autos & Vehicles,50,ZAR,false,,,
leafboutique.co.za,Leaf Boutique,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
dronesmarketplace.com,Drones Market Place,ZA,Krugersdorp,Toys & Hobbies:,50,ZAR,false,,,info@DronesMarketPlace.com
club-house-alberton.myshopify.com,Club House Alberton,ZA,Alberton,Food & Drink,50,ZAR,false,,,
ezbikes.co.za,My Store,ZA,Johannesburg,Sports,50,ZAR,false,,,
palme-st-tropez.myshopify.com,Palme St Tropez,ZA,Cape Town,Apparel,50,ZAR,false,,,
the-tinkering-lion.myshopify.com,The Tinkering Lion,ZA,Johannesburg,Arts & Entertainment,50,ZAR,false,,,
druid-commerce.myshopify.com,Druid Commerce,ZA,Gqeberha,Food & Drink,50,ZAR,false,,,
icsodr.myshopify.com,MikeKhumalo,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,
tonway-tyres.myshopify.com,Tonway Tyres,ZA,Pretoria,Autos & Vehicles,50,ZAR,false,,,
tootyfruity-juice-bar.myshopify.com,tootyfruity-juice-bar.myshopify.com,ZA,Pretoria,Computers,50,ZAR,false,,,
mygreatstore-4.myshopify.com,Mygreatstore,ZA,Cape Town,Apparel,50,ZAR,false,,,
african-minded-2.myshopify.com,African Minded,ZA,Dolphin Coast,People & Society,50,ZAR,false,,,
capetownsurfing.co.za,CAPE TOWN SURFING,ZA,Jeffreys Bay,Sports,50,ZAR,false,,,info@capetownsurfing.com
papercreations-3.myshopify.com,PaperCreations,ZA,Sandton,Business & Industrial,50,ZAR,false,,,
kfcshop.co.za,KFC Shop,ZA,Centurion,Food & Drink,50,ZAR,false,,,
greencube-international.com,to Greencube International,ZA,Randburg,Food & Drink,50,ZAR,false,,,ceo@greencube-international.com
sennheisergaming.myshopify.com,Sennheiser,ZA,Pretoria,Consumer Electronics,50,ZAR,false,,,sales@sennheisershop.co.za
hydrolics.myshopify.com,hydrolics,ZA,Johannesburg,Apparel:,50,ZAR,false,,,
boerejagters.com,Boerejagters,ZA,Pretoria,Books & Media,50,ZAR,false,,,
labuorganics.myshopify.com,LABU Organics,ZA,Paarl,Health,50,ZAR,false,,,
wonenplus-2.myshopify.com,WonenPlus,ZA,Pretoria,Home & Garden,50,ZAR,false,,,
grand-gourmet.myshopify.com,Gourmet Girl,ZA,Cape Town,Food & Drink,50,ZAR,false,,,
wolmans-luggage.myshopify.com,wolmans-luggage.myshopify.com,ZA,Durban,Travel,50,ZAR,false,,,
rareblaq.com,Rareblaq – RAREBLAQ,ZA,Centurion,Apparel,50,ZAR,false,,,
maxscott-engineering.myshopify.com,Maxscott Engineering,ZA,Durban,Business & Industrial,50,ZAR,false,,,reception@maxscott.co.za
finewine-peter.myshopify.com,KWV_test,ZA,Paarl,Food & Drink,50,ZAR,false,,,
nostalgiaco.co.za,Nostalgia Co.,ZA,Cape Town,Apparel,50,ZAR,false,,,info@nostalgiaco.co.za
frenblen.co.za,FrenBlen,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
rose-ngalo-designs.myshopify.com,Rose Ngalo Designs,ZA,Dolphin Coast,Apparel,50,ZAR,false,,,
gifme-2.myshopify.com,gifme,ZA,Johannesburg,Other,50,ZAR,false,,,
zaranash.com,ZARANASH,ZA,Midrand,Business & Industrial,50,ZAR,false,,,info@zaranash.co.za
minktrusses.myshopify.com,Kim Bo Palace,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
orlando-pirates.myshopify.com,Orlando Pirates,ZA,Johannesburg,Apparel,50,ZAR,false,,,
anabolichyper.com,Anabolic Hyper,ZA,Sasolburg,Health,50,ZAR,false,,,
shop.clickclickboom.co.za,Celebrata POC,ZA,Walkerville,Arts & Entertainment,50,ZAR,false,,,
novotec.co.za,NOVOTEC,ZA,Randburg,Home & Garden,50,ZAR,false,,,info@novotec.co.za
fortecare.co.za,FortecareZA,ZA,Johannesburg,Health,50,ZAR,false,,,orders@fortecare.co.za
13sportsagency.com,13Sports Agency – 13SPORTS,ZA,Johannesburg,Sports,50,ZAR,false,,,
nellstyz-2.myshopify.com,Nellstyz,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
vanzylfresh.co.za,Van Zyl Fresh,ZA,Cape Town,Food & Drink,50,ZAR,false,,,hello@vanzylfresh.co.za
futuregloballeaders.co.za,futuregloballeaders.co.za,ZA,Johannesburg,Arts & Entertainment,50,ZAR,false,,,info@Futuregloballeaders.co.za
thehautearchive.com,The Haute Archive,ZA,Cape Town,Apparel,50,ZAR,false,,,info@thehautearchive.com
inbox.myshopify.com,Inbox 4 Gadgets,ZA,Boksburg,Computers:,50,ZAR,false,,,
treeoflife-essences.com,Tree of life essences,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
pokkiebows.co.za,Pokkiebows,ZA,Cape Town,Apparel,50,ZAR,false,,,pokkiebows@gmail.com
rootandspore.co.za,Root and Spore,ZA,Johannesburg,Health,50,ZAR,false,,,connect@rootandspore.co.za
diapercare.co.za,diapercare,ZA,George,Apparel,50,ZAR,false,,,diapercarecoza@gmail.com
silad.co.za,Silad,ZA,Pretoria,Business & Industrial,50,ZAR,false,,,sales@silad.co.za
ikusasacoffeetrading.co,Ikusasa Coffee Trading,ZA,Hilton,Food & Drink,50,ZAR,false,,,
daggaonline.com,Daggaonline,ZA,Cape Town,Other,50,ZAR,false,,,
tngnt.myshopify.com,tngnt,ZA,Johannesburg,Home & Garden,50,ZAR,false,,,
babbleandplay.com,Babble & Play,ZA,Franschhoek,Science,50,ZAR,false,,,
trendvibesa.myshopify.com,TrendvibeSA,ZA,Johannesburg,Apparel,50,ZAR,false,,,trendvibesa@gmail.com
forever-living-products-debt-free-generation.myshopify.com,forever-living-products-debt-free-generation.myshopify.com,ZA,Soshanguve,Beauty & Fitness,50,ZAR,false,,,
buildingstore.myshopify.com,buildingstore,ZA,Cape Town,Other,50,ZAR,false,,,
cleanse-sa-back-up.myshopify.com,Cleanse SA Back Up,ZA,Cape Town,Health,50,ZAR,false,,,
nutrition.myshopify.com,Total Nutrition,ZA,,Health,50,ZAR,false,,,
cardealship.myshopify.com,Print On Demand,ZA,Durban,Apparel,50,ZAR,false,,,
market-anatolia.myshopify.com,market-anatolia.myshopify.com,ZA,Cape Town,Home & Garden,50,ZAR,false,,,hello@marketanatolia.co.za
shoponline-sa.myshopify.com,Shoponline SA,ZA,Pretoria,Electronics,50,ZAR,false,,,
burger-box-roadshouse.myshopify.com,Burger Box Roadhouse,ZA,Benoni,Food & Drink,50,ZAR,false,,,
cape-ecommerce.myshopify.com,Cape Ecommerce,ZA,Cape Town,Beauty & Fitness,50,ZAR,false,,,
kznbulk-buying.myshopify.com,Kuloola,ZA,Eshowe,Food & Drink,50,ZAR,false,,,admin@KZNbulk-buying.co.za
sellsaco.myshopify.com,SELLSACO,ZA,Pretoria,Apparel,50,ZAR,false,,,
culinariamdevelopment.myshopify.com,culinariamdevelopment,ZA,Durban,Home & Garden,50,ZAR,false,,,
parkview-flower-market.myshopify.com,Parkview Flower Market,ZA,Pretoria,Gifts & Special Events,50,ZAR,false,,,
smartinsolutionsdemo-2.myshopify.com,SmartinSolutionsDemo,ZA,Pretoria,Home & Garden,50,ZAR,false,,,
emeraldvitality.co.za,Emerald Vitality (Pty) Ltd,ZA,Sandton,Smoking & Vaping,50,ZAR,false,,,info@emeraldvitality.co.za
tiedgarden.com,tiedgarden.com,ZA,Cape Town,Home & Garden,50,ZAR,false,,,
